,Earnings,IMDB rating,MetaCritic Score,Money Missed,Open Seats,Popularity,Rating Runtime Genre,Release Date,Star Power,Taken Seats,Time Taken,peopleInolved,percent full,price,time,title
15,"Gross USA: $76,251",6.6,63,,,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,,16:48:51," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",,,,THE LODGE (2020)2
16,"Gross USA: $76,251",6.6,63,,,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,,16:48:51," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",,,,THE LODGE (2020)3
17,"Gross USA: $76,251",6.6,63,5012.959999999999,304.0,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,38.0,16:48:51," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",0.1111111111111111,$16.49,7:30p,THE LODGE (2020)4
18,"Gross USA: $76,251",6.6,63,5639.579999999999,342.0,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,0.0,16:48:57," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",0.0,$16.49,10:15p,THE LODGE (2020)5
19,"Gross USA: $12,227,805",5.5,64,,,18,"PG-13, 1 hr 27 min
Horror, Sci-Fi/Fantasy",Release Date: 31 January 2020 (USA) See more »,30500,,16:49:45," Director:: Oz Perkins, Writer:: Rob Hayes, Stars:: Sophia Lillis, Samuel Leakey, Charles Babalola, See full cast & crew, ",,,,GRETEL & HANSEL1
20,"Gross USA: $12,227,805",5.5,64,3215.5499999999997,195.0,18,"PG-13, 1 hr 27 min
Horror, Sci-Fi/Fantasy",Release Date: 31 January 2020 (USA) See more »,30500,4.0,16:49:45," Director:: Oz Perkins, Writer:: Rob Hayes, Stars:: Sophia Lillis, Samuel Leakey, Charles Babalola, See full cast & crew, ",0.020100502512562814,$16.49,9:45p,GRETEL & HANSEL2
21,"Gross USA: $232,479",6.3,76,,,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,,16:50:39," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",,,,THE ASSISTANT (2020)1
22,"Gross USA: $232,479",6.3,76,,,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,,16:50:39," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",,,,THE ASSISTANT (2020)2
23,"Gross USA: $232,479",6.3,76,3330.9799999999996,202.0,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,16.0,16:50:39," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",0.07339449541284404,$16.49,5:15p,THE ASSISTANT (2020)3
24,"Gross USA: $232,479",6.3,76,1681.9799999999998,102.0,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,34.0,16:50:46," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",0.25,$16.49,7:00p,THE ASSISTANT (2020)4
25,"Gross USA: $232,479",6.3,76,3545.3499999999995,215.0,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,3.0,16:50:51," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",0.013761467889908258,$16.49,10:25p,THE ASSISTANT (2020)5
26,"Gross USA: $27,224,703",8.1,51,,,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,,16:51:43," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",,,,THE GENTLEMEN1
27,"Gross USA: $27,224,703",8.1,51,,,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,,16:51:43," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",,,,THE GENTLEMEN2
28,"Gross USA: $27,224,703",8.1,51,2588.93,157.0,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,19.0,16:51:43," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",0.10795454545454546,$16.49,4:45p,THE GENTLEMEN3
29,"Gross USA: $27,224,703",8.1,51,2621.91,159.0,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,17.0,16:51:49," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",0.09659090909090909,$16.49,7:45p,THE GENTLEMEN4
30,"Gross USA: $27,224,703",8.1,51,2869.2599999999998,174.0,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,2.0,16:51:57," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",0.011363636363636364,$16.49,10:30p,THE GENTLEMEN5
