,Earnings,IMDB rating,MetaCritic Score,Money Missed,Open Seats,Popularity,Rating Runtime Genre,Release Date,Star Power,Taken Seats,Time Taken,peopleInolved,percent full,price,time,title
10,"Gross USA: $35,170,193",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,15:31:36," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)11
11,"Gross USA: $35,170,193",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,15:31:36," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)12
12,"Gross USA: $35,170,193",6.7,60,5886.929999999999,357.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,2.0,15:31:36," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.005571030640668524,$16.49,6:00p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)13
13,"Gross USA: $35,170,193",6.7,60,5919.91,359.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,0.0,15:31:43," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.0,$16.49,9:00p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)14
14,"Gross USA: $76,251",6.6,63,,,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,,15:41:09," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",,,,THE LODGE (2020)1
15,"Gross USA: $76,251",6.6,63,,,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,,15:41:09," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",,,,THE LODGE (2020)2
16,"Gross USA: $76,251",6.6,63,5309.78,322.0,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,20.0,15:41:09," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",0.05847953216374269,$16.49,4:30p,THE LODGE (2020)3
17,"Gross USA: $76,251",6.6,63,5062.429999999999,307.0,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,35.0,15:41:15," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",0.1023391812865497,$16.49,7:30p,THE LODGE (2020)4
18,"Gross USA: $76,251",6.6,63,5639.579999999999,342.0,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,0.0,15:41:21," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",0.0,$16.49,10:15p,THE LODGE (2020)5
19,"Gross USA: $11,867,244",5.5,64,,,18,"PG-13, 1 hr 27 min
Horror, Sci-Fi/Fantasy",Release Date: 31 January 2020 (USA) See more »,30500,,15:43:25," Director:: Oz Perkins, Writer:: Rob Hayes, Stars:: Sophia Lillis, Samuel Leakey, Charles Babalola, See full cast & crew, ",,,,GRETEL & HANSEL1
20,"Gross USA: $11,867,244",5.5,64,3248.5299999999997,197.0,18,"PG-13, 1 hr 27 min
Horror, Sci-Fi/Fantasy",Release Date: 31 January 2020 (USA) See more »,30500,2.0,15:43:25," Director:: Oz Perkins, Writer:: Rob Hayes, Stars:: Sophia Lillis, Samuel Leakey, Charles Babalola, See full cast & crew, ",0.010050251256281407,$16.49,9:45p,GRETEL & HANSEL2
21,"Gross USA: $232,479",6.3,76,,,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,,15:44:19," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",,,,THE ASSISTANT (2020)1
22,"Gross USA: $232,479",6.3,76,,,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,,15:44:19," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",,,,THE ASSISTANT (2020)2
23,"Gross USA: $232,479",6.3,76,3413.43,207.0,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,11.0,15:44:19," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",0.05045871559633028,$16.49,5:15p,THE ASSISTANT (2020)3
24,"Gross USA: $232,479",6.3,76,1681.9799999999998,102.0,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,34.0,15:44:25," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",0.25,$16.49,7:00p,THE ASSISTANT (2020)4
25,"Gross USA: $232,479",6.3,76,3561.8399999999997,216.0,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,2.0,15:44:32," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",0.009174311926605505,$16.49,10:25p,THE ASSISTANT (2020)5
26,"Gross USA: $27,224,703",8.1,51,,,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,,15:49:10," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",,,,THE GENTLEMEN1
27,"Gross USA: $27,224,703",8.1,51,,,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,,15:49:11," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",,,,THE GENTLEMEN2
28,"Gross USA: $27,224,703",8.1,51,2770.3199999999997,168.0,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,8.0,15:49:11," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",0.045454545454545456,$16.49,4:45p,THE GENTLEMEN3
29,"Gross USA: $27,224,703",8.1,51,2638.3999999999996,160.0,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,16.0,15:49:47," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",0.09090909090909091,$16.49,7:45p,THE GENTLEMEN4
30,"Gross USA: $27,224,703",8.1,51,2869.2599999999998,174.0,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,2.0,15:49:52," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",0.011363636363636364,$16.49,10:30p,THE GENTLEMEN5
